╧ О/О;ьРПХУ-ЙНД ОЮПРХХ;мЮХЛЕМНБЮМХЕ РНБЮПЮ;оНЯРЮБЫХЙ;дЮРЮ ОПХУНДМНЦН ДНЙСЛЕМРЮ;мНЛЕП ОПХУНДМНЦН ДНЙСЛЕМРЮ;дЮРЮ МЮЙКЮДМНИ;мНЛЕП МЮЙКЮДМНИ;йНК-БН;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ АЕГ мдя;яРЮБЙЮ мдя ОНЯРЮБЫХЙЮ;яСЛЛЮ мдя;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ Я мдя
128;200200040789;дн х оняке йпел д/псй ясуни йнфх цхдпнюйрхб 100лк. /рбхмя рщй/;йЮРПЕМ Ц.уХЛЙХ;08.02.2021;2000546;07.02.2021;1177462-30;1;97.45;20%;19.49;116.94
129;200200041020;йсйспсгш ярнкахйх я пшкэжюлх 40ц. /йпюямнцнпяй/;цпюмд йюохрюк ялнкемяй ннн тй;09.02.2021;2000565;09.02.2021;21-0-79790;1;45.72;10%;4.57;50.29
130;200200041273;юкэтю D3-ребю 0,25лйц. ╧60 йюоя. /ребю/;йЮРПЕМ Ц.уХЛЙХ;10.02.2021;2000585;09.02.2021;1267138-30;1;414.85;10%;41.49;456.34
131;200200041296;пнгсбюярюрхм-яг 40лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;10.02.2021;2000585;09.02.2021;1267138-30;1;571.58;10%;57.16;628.74
132;200200041440;дхнйяхдхм 5% 30ц. люгэ рсаю /ахняхмрег/;оСКЭЯ ;11.02.2021;2000598;10.02.2021;апм00100909;1;341.24;10%;34.12;375.36
133;200200041768;лсярекю 9 леяъжеб цекэ нр пюяръфей хмремя. деияр. 75лк. [MUSTELA];оПНРЕЙ;12.02.2021;2000626;12.02.2021;149351279-001;1;962.21;20%;192.44;1154.65
134;200200041769;лсярекю BEBе йпел онд ондцсгмхй 100лк. днгюрнп [MUSTELA];оПНРЕЙ;12.02.2021;2000626;12.02.2021;149351279-001;1;450.11;20%;90.02;540.13
135;200200041771;лсярекю BEBE лнкнвйн нвхы. 200лк. тк. [MUSTELA];оПНРЕЙ;12.02.2021;2000626;12.02.2021;149351279-001;1;674.54;20%;134.91;809.45
136;200200041775;мхйнперре 1лц/днгю 150днг лърю ╧2 яопеи д/якхг.нанк.онкнярх прю тк.-йнмреимепш;оПНРЕЙ;12.02.2021;2000626;12.02.2021;149351279-001;1;1473.66;10%;147.37;1621.03
137;200200041796;трнпндемр нонкюяй. жекеамше рпюбш 275лк.;оПНРЕЙ;12.02.2021;2000626;12.02.2021;149351279-001;1;39.28;20%;7.86;47.14
138;200200041911;дфнмянмя ащиах яюктерйх мефмюъ гюанрю/нвхыемхе ╧64 [JOHNSON`S];йЮРПЕМ Ц.уХЛЙХ;13.02.2021;2000631;12.02.2021;1383192-30;1;110.66;20%;22.13;132.79
139;200200041945;цпхм якхл тхрнвюи йксамхйю 2ц. ╧30 оюй.;йЮРПЕМ Ц.уХЛЙХ;13.02.2021;2000631;12.02.2021;1383192-30;1;53.70;20%;10.74;64.44
140;200200042179;йкюжхд 250лц. ╧10 рюа. о/н /щаанрр/;оПНРЕЙ;15.02.2021;2000652;15.02.2021;149498835-003;1;535.46;10%;53.55;589.01
141;200200042333;кюлхмюпхх якнебхыю (лнпяйюъ йюосярю) 100ц. /йпюямнцнпяй/;"ннн ""юЙЖЕМРЛЕД""";16.02.2021;2000663;16.02.2021;бл0069427;1;114.30;10%;11.43;125.73
142;200200042345;щохцем хмрхл 0,1% 60лк. ╧1 яопеи д/леяр. х мюпсф.опхл. аюккнм;"ннн ""юЙЖЕМРЛЕД""";16.02.2021;2000663;16.02.2021;бл0069427;1;2224.27;10%;222.43;2446.70
143;200200042432;кнгюпрюм-бепрейя 100лц. ╧90 рюа. о/о/н /бепрейя/;оПНРЕЙ;16.02.2021;2000677;16.02.2021;149617883-002;1;445.00;10%;44.50;489.50
144;200200042552;бхрюкчйя окчя ╧28 йюоя.;йЮРПЕМ Ц.уХЛЙХ;17.02.2021;2000686;16.02.2021;1501925-30;1;584.36;20%;116.87;701.23
145;200200042977;пнйя гса.оюярю дбнимюъ лърю щмепцхъ српю 60лк/74ц. [ROCS];йЮРПЕМ Ц.уХЛЙХ;19.02.2021;2000725;18.02.2021;1577693-30;1;165.55;20%;33.11;198.66
146;200200043014;пнгсбюярюрхм-ребю 20лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;19.02.2021;2000726;18.02.2021;1580961-30;1;497.71;10%;49.77;547.48
147;200200043423;хллюпд 200лц. ╧30 рюа. о/о/н /хойю/;йЮРПЕМ Ц.уХЛЙХ;22.02.2021;2000769;21.02.2021;1666299-30;1;178.72;10%;17.87;196.59
148;200200043528;йюплнкхя опн-юйрхб кедемжш бхр.я 75ц.;йЮРПЕМ Ц.уХЛЙХ;22.02.2021;2000769;21.02.2021;1666299-30;1;275.20;20%;55.04;330.24
149;200200043529;йюплнкхя опн-юйрхб кедемжш бхр.я а/яюу. 75ц.;йЮРПЕМ Ц.уХЛЙХ;22.02.2021;2000769;21.02.2021;1666299-30;1;282.74;20%;56.55;339.29
150;200200043756;нйх 80лц. 2ц. ╧12 цпюм. оюй.;цпюмд йюохрюк ялнкемяй ннн тй;24.02.2021;2000783;24.02.2021;21-0-113711;1;192.56;10%;19.26;211.82
151;200200043759;янтэъ цуй йпел д/рекю унмдпнхрхм+цкчйнгюлхм+овек. ъд 75лк.;цпюмд йюохрюк ялнкемяй ннн тй;24.02.2021;2000783;24.02.2021;21-0-113711;1;62.38;20%;12.48;74.86
152;200200043997;щкэфхмю ╧9 рюа. бюц. /бепре/;оСКЭЯ ;25.02.2021;2000803;24.02.2021;апм00137676;1;422.00;10%;42.20;464.20
153;200200044932;унмдпнхрхм-юйня 5% 30ц. люгэ /яхмрег/;оПНРЕЙ;01.03.2021;2000858;01.03.2021;150605857-002;1;138.86;10%;13.89;152.75
154;200200045180;йкемгхр 0,1% 15ц. цекэ д/мюпсф.опхл. ╧1;йЮРПЕМ Ц.уХЛЙХ;03.03.2021;2000886;02.03.2021;1953571-30;1;415.72;10%;41.57;457.29
155;200200045346;мюгюбюкэ окчя 500лц. 200днг мюгюк.яопеи;оСКЭЯ ;04.03.2021;2000904;03.03.2021;апм00156834;1;316.88;10%;31.69;348.57
156;200200045386;янкцюп рпюбъм. йнлокейя д/фем. ╧50 йюоя.;йЮРПЕМ Ц.уХЛЙХ;04.03.2021;2000906;03.03.2021;1992734-30;1;1227.00;20%;245.40;1472.40
157;200200045406;сахухмнм йнлонгхрсл 2,2лк. ╧5 п-п д/б/л цнленоюр. юло.;цпюмд йюохрюк ялнкемяй ннн тй;04.03.2021;2000908;04.03.2021;21-0-138579;1;810.47;10%;81.05;891.52
158;200200045483;юдбюмрюм 0,1% 50ц. ╧1 люгэ д/мюпсф.опхл. рсаю;юБЕЯРЮ ;05.03.2021;2000923;05.03.2021;л702899;1;1302.81;10%;130.28;1433.09
159;200200045703;911-яскэяем тнпре ьюлосмэ о/оепунрх 150лк.;йЮРПЕМ Ц.уХЛЙХ;06.03.2021;2000942;05.03.2021;2063013-30;1;111.94;20%;22.39;134.33
160;200200045704;911-яскэяем ьюлосмэ о/оепунрх 150лк.;йЮРПЕМ Ц.уХЛЙХ;06.03.2021;2000942;05.03.2021;2063013-30;1;100.12;20%;20.02;120.14
161;200200045791;вепмхйю-тнпре бхрюлхм+жхмй 250лц. ╧100 рюа. /щбюкюп/;йЮРПЕМ Ц.уХЛЙХ;06.03.2021;2000943;05.03.2021;2071781-30;1;165.38;20%;33.08;198.46
162;200200045814;цюлюлекхя 30ц. люгэ цнленоюр. /лнятюплю/;оПНТХРлЕД;06.03.2021;2000946;06.03.2021;26065/149-21;1;36.50;10%;3.65;40.15
163;200200045815;дхопняюкхй 30ц. люгэ;оПНТХРлЕД;06.03.2021;2000946;06.03.2021;26065/149-21;1;541.30;10%;54.13;595.43
164;200200045827;ледхйю янмхй оскэяюп хппхцюрнп онкнярх прю юйбюоскэяюп CS-2 [OMRON CS MEDICA];яХщЯ лЕДХЙЮ йЮКСЦЮ ;05.03.2021;2000947;04.03.2021;2811;1;2774.00;;0.00;2774.00
165;200200045830;ледхйю янмхй оскэяюп гса.ыерйю CS-465-W [OMRON CS MEDICA];яХщЯ лЕДХЙЮ йЮКСЦЮ ;05.03.2021;2000947;04.03.2021;2811;1;479.17;20%;95.83;575.00
166;200200045831;ледхйю янмхй оскэяюп гса.ыерйю CS-463-G дер. [OMRON CS MEDICA];яХщЯ лЕДХЙЮ йЮКСЦЮ ;05.03.2021;2000947;04.03.2021;2811;1;580.83;20%;116.17;697.00
167;200200045832;ледхйю янмхй оскэяюп гса.ыерйю CS-463-B дер. [OMRON CS MEDICA];яХщЯ лЕДХЙЮ йЮКСЦЮ ;05.03.2021;2000947;04.03.2021;2811;1;580.83;20%;116.17;697.00
168;200200045954;осяршпмхйю рпюбю 50ц. /йпюямнцнпяй/;оСКЭЯ ;09.03.2021;2000959;07.03.2021;апм00167134;1;43.27;10%;4.33;47.60
169;200200045987;люйлхпнп йнлокейя 30ц. ╧1 йпел бюц. рсаю;йЮРПЕМ Ц.уХЛЙХ;09.03.2021;2000960;07.03.2021;2120293-30;1;771.23;10%;77.12;848.35
170;200200046045;кебнкер п 750лц. ╧10 рюа. о/о/н /д-п педдх/;лЮЦМХР тЮПЛЮ ннн;09.03.2021;2000962;09.03.2021;F2157330/1;1;463.60;10%;46.36;509.96
171;200200046125;пнйя гса.оюярю д/ьйнкэмхйнб йнкю+кхлнм 74ц. [ROCS];оПНРЕЙ;09.03.2021;2000969;09.03.2021;151188952-001;1;130.81;20%;26.16;156.97
172;200200046198;ршйбенк 100лк. люякн д/опхелю бмсрпэ тк.;оСКЭЯ ;10.03.2021;2000980;09.03.2021;апм00170287;1;665.91;10%;66.59;732.50
173;200200046279;нкеня люякн фнфнаю йнялер. я бхрюл.-юмрхнйя. йнлок. 10лк. [OLEOS] ;оПНТХРлЕД;10.03.2021;2000986;10.03.2021;26065/151-21;1;97.95;20%;19.59;117.54
174;200200046280;кюйюкчр гса.оюярю ткнпю 75лк. [LACALUT];оПНТХРлЕД;10.03.2021;2000986;10.03.2021;26065/151-21;1;175.20;20%;35.04;210.24
175;200200046316;бюпрнйя йпел-оюярю д/сдюкем. ондньбеммшу анпндюбнй 20лк.;оПНРЕЙ;10.03.2021;2000993;10.03.2021;151312154-002;1;143.71;20%;28.74;172.45
176;200200046612;щйбюрнп 5лц.+20лц. ╧30 рюа. /цеденм пхуреп/;оСКЭЯ ;12.03.2021;2001019;11.03.2021;апм00178151;1;587.01;10%;58.70;645.71
177;200200046661;кхонаеиг аеах йпел 75лк.;йЮРПЕМ Ц.уХЛЙХ;12.03.2021;2001020;11.03.2021;2247433-30;1;201.95;20%;40.39;242.34
178;200200046662;кнпю йпел д/цкюг оеорхдш 15лк. /щбюкюп/;йЮРПЕМ Ц.уХЛЙХ;12.03.2021;2001020;11.03.2021;2247433-30;1;246.93;20%;49.39;296.32
179;200200046749;нлег 10лц. ╧10 йюоя. йь/пюярб. /д-п педдх/;оПНРЕЙ;12.03.2021;2001028;12.03.2021;151525097-002;1;52.51;10%;5.25;57.76
180;200200046830;дюкюжхм 2% 40ц. йпел бюц. +юоокхй. ╧7;йЮРПЕМ Ц.уХЛЙХ;13.03.2021;2001036;12.03.2021;2285489-30;1;740.23;10%;74.02;814.25
181;200200046888;лне янкмшьйн цекэ-йпел д/ондлшб. лкюдемжеб оюмремнк 200лк.;йЮРПЕМ Ц.уХЛЙХ;13.03.2021;2001036;12.03.2021;2285489-30;1;67.23;20%;13.45;80.68
182;200200046915;репюткч щйярпюрюа ╧10 рюа. о/н;оСКЭЯ ;13.03.2021;2001039;12.03.2021;апм00181658;1;146.54;10%;14.65;161.19
183;200200047669;ясопюдхм йхдя лхьйх ╧30 оюярхкйх феб.;гДПЮБЯЕПБХЯ;17.03.2021;2001094;17.03.2021;E10980054/33946599;1;372.93;20%;74.59;447.52
184;200200047688;бходнлер 12,5лц.+850лц. ╧56 рюа. о/о/н;оПНРЕЙ;17.03.2021;2001098;17.03.2021;151911942-003;1;1180.38;10%;118.04;1298.42
185;200200047898;юпхтюл 10лц.+1,5лц. ╧30 рюа. лндхт.бшяб. о/н;йЮРПЕМ Ц.уХЛЙХ;19.03.2021;2001121;18.03.2021;2498541-30;1;396.49;10%;39.65;436.14
186;200200048192;юйрхтепр йпхярюк люрпхйя цекэ-ялюгйю 5лк. ╧2 [CRISTAL MATRIX];йЮРПЕМ Ц.уХЛЙХ;20.03.2021;2001141;19.03.2021;2536527-30;1;500.18;20%;100.04;600.22
187;200200048235;люпбекнм ╧21 рюа.;йЮРПЕМ Ц.уХЛЙХ;22.03.2021;2001151;21.03.2021;2584487-30;1;1302.83;10%;130.28;1433.11
188;200200048448;цюкюбхр 100лц. ╧5 онп. д/п-пю д/б/л тк.;оПНРЕЙ;22.03.2021;2001159;22.03.2021;152320832-003;1;1307.60;10%;130.76;1438.36
189;200200048659;ремнт 300 300лц. ╧30 рюа. о/о/н /уерепн/;оПНРЕЙ;23.03.2021;2001180;23.03.2021;152432665-003;1;260.51;10%;26.05;286.56
190;200200048893;рхнжерюл ╧60 рюа.;йЮРПЕМ Ц.уХЛЙХ;25.03.2021;2001205;24.03.2021;2702940-30;1;493.60;10%;49.36;542.96
191;200200049188;опюдюйяю 75лц. ╧30 йюоя. /аепхмцеп/;оПНТХРлЕД;27.03.2021;2001238;27.03.2021;26065/200-21;1;1655.50;10%;165.55;1821.05
192;200200049477;реклхярю юл 5+40лц. ╧28 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;29.03.2021;2001253;29.03.2021;21-0-197589;1;291.91;10%;29.19;321.10
193;200200049530;бхрюрейю люякн кюилю 10лк.;оПНРЕЙ;29.03.2021;2001259;29.03.2021;152935074-001;1;67.02;20%;13.40;80.42
194;200200049689;йнлокхбхр юйрхб ╧60 рюа.;йЮРПЕМ Ц.уХЛЙХ;30.03.2021;2001270;29.03.2021;2867929-30;1;232.80;10%;23.28;256.08
195;200200050173;дхюдемр нонкюяй. д/прю пецскъп 275лк.;йЮРПЕМ Ц.уХЛЙХ;01.04.2021;2001317;31.03.2021;2947372-30;1;62.74;20%;12.55;75.29
196;200200050175;кхапхдепл йпел д/цкюг бняярюм. бюяхкей 20лк. [LIBREDERM];йЮРПЕМ Ц.уХЛЙХ;01.04.2021;2001317;31.03.2021;2947372-30;1;227.03;20%;45.41;272.44
197;200200050183;спхйкюп ╧30 йюоя.;йЮРПЕМ Ц.уХЛЙХ;01.04.2021;2001317;31.03.2021;2947372-30;1;756.70;20%;151.34;908.04
198;200200050243;кхбюпнк 400лц. ╧10 ясоо. бюц. /мхфтюпл/;оСКЭЯ ;02.04.2021;2001327;01.04.2021;апм00241198;1;760.11;10%;76.01;836.12
199;200200050302;дфнмянмя ащиах йпел 200лк. [JOHNSON`S];"ннн ""юЙЖЕМРЛЕД""";02.04.2021;2001329;02.04.2021;бл0137715;1;151.23;20%;30.25;181.48
200;200200050379;юйбюохкхмц йпел д/псй о/нцпса. х ясу. йнфх 75лк.;йЮРПЕМ Ц.уХЛЙХ;02.04.2021;2001333;01.04.2021;2982267-30;1;106.94;20%;21.39;128.33
201;200200050554;дхнбюм 80лц. ╧28 рюа. о/н;юБЕЯРЮ ;03.04.2021;2001346;03.04.2021;л1039346;1;1538.83;10%;153.88;1692.71
202;200200050710;днмю 200лц/лк. 2лк. ╧6 п-п д/б/л ббед. +п-кэ юло.;цпюмд йюохрюк ялнкемяй ннн тй;05.04.2021;2001355;05.04.2021;21-0-212838;1;1620.58;10%;162.06;1782.64
203;200200050743;йсдеяюм Q10 йюпдхн тнпре 20лк. п-п д/опхелю бмсрпэ тк.;цпюмд йюохрюк ялнкемяй ннн тй;05.04.2021;2001356;05.04.2021;21-0-212839;1;351.54;20%;70.31;421.85
204;200200050821;яйхм-йюо ющпнгнкэ 0,2% 35ц.;йЮРПЕМ Ц.уХЛЙХ;05.04.2021;2001357;04.04.2021;3066454-30;1;2029.50;10%;202.95;2232.45
205;200200050930;онкхнйяхднмхи 6лц. ╧10 ясоо. пейр./бюцхм. /оерпнбюйя/;оСКЭЯ ;05.04.2021;2001359;04.04.2021;апм00247519;1;792.88;10%;79.29;872.17
206;200200050974;мхйнперре 2лц. ╧15X2 (30) феб.пегхмйю ябефюъ лърю;гДПЮБЯЕПБХЯ;05.04.2021;2001361;05.04.2021;E11176899/34302414;1;479.33;10%;47.93;527.26
207;200200051017;цеоюрнтхкэрп ╧30 йюоя.;оПНРЕЙ;05.04.2021;2001364;05.04.2021;153506993-001;1;262.32;20%;52.46;314.78
208;200200051120;перхмнкю оюкэлхрюр 100000ле 50лк. люяк. п-п тк. /перхмнхдш/;йЮРПЕМ Ц.уХЛЙХ;06.04.2021;2001376;05.04.2021;3108931-30;1;228.88;10%;22.89;251.77
209;200200051313;кюйюкчр гса.оюярю ю/йюпхея 75лк. [LACALUT];оПНТХРлЕД;06.04.2021;2001388;06.04.2021;26065/224-21;1;166.38;20%;33.28;199.66
210;200200051412;тнпрпюмя 64ц. ╧4 оюй. /хояем/;йЮРПЕМ Ц.уХЛЙХ;07.04.2021;2001398;06.04.2021;3148285-30;1;422.33;10%;42.23;464.56
211;200200051930;кчрехм-йнлокейя ╧30 рюа.феб. деряй.;йЮРПЕМ Ц.уХЛЙХ;09.04.2021;2001442;08.04.2021;3224144-30;1;298.64;20%;59.73;358.37
212;200200051982;ютюкю ╧100 рюа. д/пюяя.;оСКЭЯ ;09.04.2021;2001445;08.04.2021;апм00260640;1;427.99;10%;42.80;470.79
213;200200052072;нлпнм рнмнлерп M2 йкюяяхй смхбепя.люмферю /юпр.HEM-7122-LRU/ [OMRON];яХщЯ лЕДХЙЮ йЮКСЦЮ ;09.04.2021;2001452;08.04.2021;4333;1;3300.00;;0.00;3300.00
214;200200052089;кю-йпх йпел д/ясу. 50ц. /бепре/;оСКЭЯ ;10.04.2021;2001458;09.04.2021;апм00265087;1;180.00;20%;36.00;216.00
215;200200052132;кюлхмюпхх якнебхыю (лнпяйюъ йюосярю) 100ц. /йпюямнцнпяй/;оСКЭЯ ;10.04.2021;2001459;09.04.2021;апм00265088;1;115.09;10%;11.51;126.60
216;200200052177;щйятнпф 10лц+160лц. ╧28 рюа. о/о/н;оСКЭЯ ;10.04.2021;2001459;09.04.2021;апм00265088;1;1853.95;10%;185.40;2039.35
217;200200052207;йнйюпмхр 187,125лц. ╧3 кхнт. д/п-пю д/б/л юло. +п-кэ 2лк. ╧3 юло.;йЮРПЕМ Ц.уХЛЙХ;10.04.2021;2001461;09.04.2021;3266012-30;1;448.30;10%;44.83;493.13
218;200200052324;жекэ р 2,2лк. ╧5 п-п д/хм. юло.;цпюмд йюохрюк ялнкемяй ннн тй;12.04.2021;2001468;12.04.2021;21-0-229168;1;772.03;10%;77.20;849.23
219;200200052475;яюреккхр окчя цкчйнлерп ойц-02.4;йЮРПЕМ Ц.уХЛЙХ;12.04.2021;2001473;11.04.2021;3316589-30;1;909.73;;0.00;909.73
220;200200052522;опнярюрхкем 5лц. ╧10 кхнт. д/п-пю д/б/л юло.;йЮРПЕМ Ц.уХЛЙХ;12.04.2021;2001473;11.04.2021;3316589-30;1;275.22;10%;27.52;302.74
221;200200052827;н.а. рюлонмш опнйнлтнпр мнплюк ╧16 [OB];йЮРПЕМ Ц.уХЛЙХ;13.04.2021;2001491;12.04.2021;3354065-30;1;165.89;20%;33.18;199.07
222;200200052849;дхсбеп 10лц. ╧60 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;13.04.2021;2001493;13.04.2021;21-0-232117;1;944.71;10%;94.47;1039.18
223;200200052879;йнлокхбхр йюкэжхи д3 тнпре лърю ╧100 рюа.феб.;оПНТХРлЕД;13.04.2021;2001496;13.04.2021;26065/243-21;1;412.70;10%;41.27;453.97
224;200200052887;юярлюянк-мен 20лйц/днгю+50лйц/днгю 200днг ╧1 ющпнгнкэ д/хмц. аюккнм /цпнрейя/;оПНРЕЙ;13.04.2021;2001497;13.04.2021;154147511-002;1;358.50;10%;35.85;394.35
225;200200052947;йюмдхд 1% 20лк. ╧1 п-п д/мюпсф.опхл. тк.;"ннн ""юЙЖЕМРЛЕД""";14.04.2021;2001505;14.04.2021;бл0155899;1;375.58;10%;37.56;413.14
226;200200052952;яемх опнйкюдйх спнк. кедх ясоеп ╧15 (5 йюоекэ) [SENI];"ннн ""юЙЖЕМРЛЕД""";14.04.2021;2001505;14.04.2021;бл0155899;1;234.49;10%;23.45;257.94
227;200200052970;цкхюрхкхм 600лц/7лк. ╧10 п-п д/опхелю бмсрпэ тк. /хрюктюплюйн/;цпюмд йюохрюк ялнкемяй ннн тй;14.04.2021;2001507;14.04.2021;21-0-235181;1;586.56;10%;58.66;645.22
228;200200053025;кнйнаеиг кхонйпел 100ц.;йЮРПЕМ Ц.уХЛЙХ;14.04.2021;2001509;13.04.2021;3391991-30;1;513.37;20%;102.67;616.04
229;200200053179;жхмюпхйя 400лц. ╧60 рюа.;йЮРПЕМ Ц.уХЛЙХ;15.04.2021;2001526;14.04.2021;3429507-30;1;279.06;20%;55.81;334.87
230;200200053297;бернпнм хллсмн 20лк. д/дереи йюокх;цпюмд йюохрюк ялнкемяй ннн тй;15.04.2021;2001532;15.04.2021;21-0-238532;1;219.47;20%;43.89;263.36
231;200200053832;юктюбхр дхюаер ╧60 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;19.04.2021;2001572;19.04.2021;21-0-246081;1;272.32;20%;54.46;326.78
232;200200053842;опнйрнмхя йпел 30лк.;цпюмд йюохрюк ялнкемяй ннн тй;19.04.2021;2001572;19.04.2021;21-0-246081;1;204.28;20%;40.86;245.14
233;200200053893;делюгнк йпел д/бей 10лк.;гДПЮБЯЕПБХЯ;19.04.2021;2001574;19.04.2021;E11316368/34611308;1;168.35;20%;33.67;202.02
234;200200053897;яс-дфнй йнлокейр люяяюфепнб (2йнкэжю+ьюпхй);гДПЮБЯЕПБХЯ;19.04.2021;2001574;19.04.2021;E11316368/34611308;1;32.36;10%;3.24;35.60
235;200200053932;жх-йкхл юкюмхм ╧40 рюа. /щбюкюп/;гДПЮБЯЕПБХЯ;19.04.2021;2001575;19.04.2021;E11316368/34613379;1;370.67;10%;37.07;407.74
236;200200053956;днмю 750лц. ╧180 рюа. о/н;йЮРПЕМ Ц.уХЛЙХ;19.04.2021;2001576;19.04.2021;3549880-30;1;2515.45;10%;251.55;2767.00
237;200200053958;хлсмнтюм 45лйц/лк 1лк. ╧5 п-п б/л,о/й юло.;йЮРПЕМ Ц.уХЛЙХ;19.04.2021;2001576;19.04.2021;3549880-30;1;454.60;10%;45.46;500.06
238;200200054117;бюлкняер 5лц.+160лц. ╧90 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;20.04.2021;2001588;19.04.2021;3588313-30;1;864.22;10%;86.42;950.64
239;200200054191;нжхккнйнйжхмсл 1ц. ╧12 цпюм.;"ннн ""юЙЖЕМРЛЕД""";20.04.2021;2001591;20.04.2021;бл0165760;1;660.72;10%;66.07;726.79
240;200200054210;L-рхпнйяхм 125лйц. ╧100 рюа. /аепкхм уелх/;оСКЭЯ ;20.04.2021;2001595;19.04.2021;апм00290227;1;139.07;10%;13.91;152.98
241;200200054446;оемрнйяхтхккхм-яп гемрхбю 400лц. ╧20 рюа.опнкнмц. о/н;йЮРПЕМ Ц.уХЛЙХ;21.04.2021;2001621;20.04.2021;3633065-30;1;240.80;10%;24.08;264.88
242;200200054584;юпрпюднк 100лц. ╧10 кхнт. д/п-пю д/б/л юло.;йЮРПЕМ Ц.уХЛЙХ;22.04.2021;2001637;21.04.2021;3669774-30;1;635.96;10%;63.60;699.56
243;200200054624;яокюр гса.оюярю юйрхб 100лк. [SPLAT];йЮРПЕМ Ц.уХЛЙХ;22.04.2021;2001637;21.04.2021;3669774-30;1;96.15;20%;19.23;115.38
244;200200054660;вюи ахн опх онбшь. яндепф. лнв. йхякнрш 1,5ц. ╧20 оюй. /щбюкюп/ (аюд);оПНТХРлЕД;22.04.2021;2001643;22.04.2021;26065/265-21;1;105.65;20%;21.13;126.78
